esmini GIT REV: 7df5a1c
esmini GIT TAG: 
esmini GIT BRANCH: master
esmini BUILD VERSION: N/A - client build
Scenario File Name: resources/xosc/./cut-in.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
0, 0.000000, Ego, 0, 18.055556, 0.000000, 0.000000, 8.173369, 49.970175, -0.040595, 0.066683, 18.055433, 0.000000, 0.000000, 0.000000, 0.000000, 50.000000, -8.000000, 1.567103, 0.000000, 0.000000, 0.000000, 0.001495, -0.000013, , Obj1, 1, 14.166667, 0.000000, 0.000000, 5.080019, 149.970297, -0.249217, 0.090524, 14.166378, 0.000000, 0.000000, 0.000000, 0.000000, 150.000000, -4.425000, 1.564406, 0.000000, 0.000000, 0.000000, 0.002161, -0.000040, , 
1, 0.100000, Ego, 0, 18.055556, -0.000043, 5.158730, 8.180059, 51.775716, -0.043330, 0.066905, 18.055405, -0.027350, 0.002224, -0.000282, -0.273500, 51.805750, -8.000000, 1.567078, -0.000248, 0.000000, 0.000000, 0.001534, -0.000014, , Obj1, 1, 14.166667, -0.000128, 4.047619, 5.089112, 151.386934, -0.252270, 0.090932, 14.166369, -0.030536, 0.004072, -0.000085, -0.305362, 151.416920, -4.425000, 1.564349, -0.000576, 0.000000, 0.000000, 0.002149, -0.000041, , 
2, 0.200000, Ego, 0, 18.055556, -0.000045, 4.034275, 8.186795, 53.581256, -0.046136, 0.067361, 18.055403, -0.028054, 0.004555, -0.000017, -0.007042, 53.611508, -8.000000, 1.567053, -0.000257, 0.000000, 0.000000, 0.001573, -0.000014, , Obj1, 1, 14.166667, -0.000129, 1.812053, 5.098287, 152.803572, -0.255305, 0.091751, 14.166375, -0.030351, 0.008197, 0.000057, 0.001856, 152.833843, -4.425000, 1.564291, -0.000581, 0.000000, 0.000000, 0.002135, -0.000041, , 
3, 0.300000, Ego, 0, 18.055556, -0.000046, 2.909820, 8.193579, 55.386796, -0.049010, 0.067832, 18.055401, -0.028740, 0.004714, -0.000018, -0.006860, 55.417272, -8.000000, 1.567026, -0.000265, 0.000000, 0.000000, 0.001610, -0.000015, , Obj1, 1, 14.166667, -0.000130, 5.859672, 5.107545, 154.220210, -0.258322, 0.092578, 14.166382, -0.030162, 0.008268, 0.000069, 0.001885, 154.250768, -4.425000, 1.564232, -0.000586, 0.000000, 0.000000, 0.002122, -0.000042, , 
4, 0.400000, Ego, 0, 18.055556, -0.000048, 1.785365, 8.200411, 57.192336, -0.051951, 0.068319, 18.055399, -0.029408, 0.004873, -0.000018, -0.006678, 57.223044, -8.000000, 1.566999, -0.000274, 0.000000, 0.000000, 0.001647, -0.000015, , Obj1, 1, 14.166667, -0.000131, 3.624106, 5.116886, 155.636848, -0.261319, 0.093411, 14.166376, -0.029977, 0.008333, -0.000054, 0.001855, 155.667695, -4.425000, 1.564173, -0.000590, 0.000000, 0.000000, 0.002109, -0.000042, , 
5, 0.500000, Ego, 0, 18.055556, -0.000049, 0.660910, 8.207293, 58.997876, -0.054956, 0.068822, 18.055397, -0.030057, 0.005031, -0.000019, -0.006495, 59.028822, -8.000000, 1.566970, -0.000283, 0.000000, 0.000000, 0.001682, -0.000016, , Obj1, 1, 14.166667, -0.000132, 1.388540, 5.126311, 157.053485, -0.264299, 0.094251, 14.166371, -0.029794, 0.008398, -0.000055, 0.001823, 157.084624, -4.425000, 1.564113, -0.000595, 0.000000, 0.000000, 0.002096, -0.000042, , 
6, 0.600000, Ego, 0, 18.055556, -0.000051, 5.819640, 8.214227, 60.803415, -0.058025, 0.069341, 18.055395, -0.030689, 0.005190, -0.000020, -0.006313, 60.834608, -8.000000, 1.566941, -0.000292, 0.000000, 0.000000, 0.001717, -0.000016, , Obj1, 1, 14.166667, -0.000133, 5.436159, 5.135821, 158.470121, -0.267260, 0.095097, 14.166365, -0.029615, 0.008463, -0.000058, 0.001791, 158.501555, -4.425000, 1.564054, -0.000600, 0.000000, 0.000000, 0.002084, -0.000042, , 
7, 0.700000, Ego, 0, 18.055556, -0.000052, 4.695185, 8.221215, 62.608955, -0.061156, 0.069876, 18.055393, -0.031302, 0.005349, -0.000020, -0.006131, 62.640400, -8.000000, 1.566911, -0.000301, 0.000000, 0.000000, 0.001750, -0.000017, , Obj1, 1, 14.166667, -0.000134, 3.200593, 5.145416, 159.886757, -0.270204, 0.095950, 14.166359, -0.029439, 0.008528, -0.000057, 0.001758, 159.918488, -4.425000, 1.563993, -0.000604, 0.000000, 0.000000, 0.002072, -0.000043, , 
8, 0.800000, Ego, 0, 18.055556, -0.000054, 3.570730, 8.228257, 64.414494, -0.064345, 0.070427, 18.055391, -0.031897, 0.005508, -0.000021, -0.005948, 64.446200, -8.000000, 1.566880, -0.000309, 0.000000, 0.000000, 0.001782, -0.000017, , Obj1, 1, 14.166667, -0.000135, 0.965027, 5.155097, 161.303393, -0.273131, 0.096809, 14.166354, -0.029267, 0.008593, -0.000058, 0.001726, 161.335423, -4.425000, 1.563932, -0.000609, 0.000000, 0.000000, 0.002059, -0.000043, , 
9, 0.900000, Ego, 0, 18.055556, -0.000055, 2.446275, 8.235357, 66.220033, -0.067593, 0.070994, 18.055389, -0.032473, 0.005667, -0.000022, -0.005766, 66.252007, -8.000000, 1.566848, -0.000318, 0.000000, 0.000000, 0.001814, -0.000018, , Obj1, 1, 14.166667, -0.000136, 5.012646, 5.164864, 162.720027, -0.276041, 0.097675, 14.166348, -0.029097, 0.008658, -0.000059, 0.001694, 162.752360, -4.425000, 1.563871, -0.000613, 0.000000, 0.000000, 0.002048, -0.000043, , 
10, 1.000000, Ego, 0, 18.055556, -0.000057, 1.321820, 8.242514, 68.025571, -0.070896, 0.071576, 18.055387, -0.033032, 0.005825, -0.000023, -0.005584, 68.057821, -8.000000, 1.566816, -0.000327, 0.000000, 0.000000, 0.001844, -0.000018, , Obj1, 1, 14.166667, -0.000137, 2.777080, 5.174719, 164.136662, -0.278934, 0.098548, 14.166342, -0.028931, 0.008723, -0.000060, 0.001662, 164.169299, -4.425000, 1.563809, -0.000618, 0.000000, 0.000000, 0.002036, -0.000044, , 
11, 1.100000, Ego, 0, 18.055556, -0.000058, 0.197365, 8.249732, 69.831110, -0.074253, 0.072175, 18.055384, -0.033572, 0.005984, -0.000024, -0.005401, 69.863641, -8.000000, 1.566782, -0.000336, 0.000000, 0.000000, 0.001874, -0.000019, , Obj1, 1, 14.166667, -0.000138, 0.541513, 5.184662, 165.553295, -0.281811, 0.099426, 14.166336, -0.028768, 0.008788, -0.000061, 0.001629, 165.586241, -4.425000, 1.563747, -0.000623, 0.000000, 0.000000, 0.002025, -0.000044, , 
12, 1.200000, Ego, 0, 18.055556, -0.000060, 5.356096, 8.257011, 71.636648, -0.077662, 0.072789, 18.055382, -0.034094, 0.006143, -0.000025, -0.005219, 71.669469, -8.000000, 1.566748, -0.000345, 0.000000, 0.000000, 0.001902, -0.000019, , Obj1, 1, 14.166667, -0.000139, 4.589133, 5.194693, 166.969928, -0.284671, 0.100312, 14.166329, -0.028609, 0.008853, -0.000062, 0.001597, 167.003184, -4.425000, 1.563684, -0.000627, 0.000000, 0.000000, 0.002013, -0.000044, , 
13, 1.300000, Ego, 0, 18.055556, -0.000061, 4.231641, 8.264353, 73.442186, -0.081122, 0.073419, 18.055379, -0.034597, 0.006302, -0.000025, -0.005037, 73.475304, -8.000000, 1.566712, -0.000353, 0.000000, 0.000000, 0.001929, -0.000020, , Obj1, 1, 14.166667, -0.000140, 2.353566, 5.204813, 168.386560, -0.287517, 0.101203, 14.166323, -0.028452, 0.008918, -0.000064, 0.001565, 168.420129, -4.425000, 1.563621, -0.000632, 0.000000, 0.000000, 0.002003, -0.000045, , 
14, 1.400000, Ego, 0, 18.055556, -0.000063, 3.107186, 8.271759, 75.247723, -0.084630, 0.074065, 18.055377, -0.035083, 0.006461, -0.000026, -0.004854, 75.281146, -8.000000, 1.566676, -0.000362, 0.000000, 0.000000, 0.001956, -0.000020, , Obj1, 1, 14.166667, -0.000141, 0.118000, 5.215023, 169.803192, -0.290347, 0.102102, 14.166316, -0.028299, 0.008983, -0.000064, 0.001532, 169.837076, -4.425000, 1.563557, -0.000636, 0.000000, 0.000000, 0.001992, -0.000045, , 
15, 1.500000, Ego, 0, 18.055556, -0.000065, 1.982731, 8.279232, 77.053261, -0.088185, 0.074727, 18.055374, -0.035550, 0.006619, -0.000027, -0.004672, 77.086995, -8.000000, 1.566639, -0.000371, 0.000000, 0.000000, 0.001981, -0.000021, , Obj1, 1, 14.166667, -0.000142, 4.165619, 5.225324, 171.219823, -0.293161, 0.103007, 14.166310, -0.028149, 0.009048, -0.000065, 0.001500, 171.254026, -4.425000, 1.563493, -0.000641, 0.000000, 0.000000, 0.001981, -0.000045, , 
16, 1.600000, Ego, 0, 18.055556, -0.000066, 0.858276, 8.286772, 78.858798, -0.091785, 0.075405, 18.055371, -0.035999, 0.006778, -0.000028, -0.004490, 78.892851, -8.000000, 1.566601, -0.000380, 0.000000, 0.000000, 0.002006, -0.000021, , Obj1, 1, 14.166667, -0.000143, 1.930053, 5.235716, 172.636453, -0.295962, 0.103918, 14.166303, -0.028002, 0.009113, -0.000066, 0.001468, 172.670977, -4.425000, 1.563429, -0.000646, 0.000000, 0.000000, 0.001971, -0.000046, , 
17, 1.700000, Ego, 0, 18.055556, -0.000068, 6.017006, 8.294382, 80.664335, -0.095428, 0.076099, 18.055368, -0.036430, 0.006937, -0.000029, -0.004307, 80.698714, -8.000000, 1.566562, -0.000389, 0.000000, 0.000000, 0.002029, -0.000022, , Obj1, 1, 14.166667, -0.000144, 5.977672, 5.246199, 174.053083, -0.298748, 0.104836, 14.166297, -0.027859, 0.009178, -0.000068, 0.001435, 174.087931, -4.425000, 1.563364, -0.000650, 0.000000, 0.000000, 0.001961, -0.000046, , 
18, 1.800000, Ego, 0, 18.055556, -0.000069, 4.892551, 8.302063, 82.469871, -0.099112, 0.076808, 18.055365, -0.036842, 0.007096, -0.000030, -0.004125, 82.504584, -8.000000, 1.566522, -0.000397, 0.000000, 0.000000, 0.002051, -0.000022, , Obj1, 1, 14.166667, -0.000145, 3.742106, 5.256775, 175.469712, -0.301519, 0.105760, 14.166290, -0.027718, 0.009243, -0.000069, 0.001403, 175.504886, -4.425000, 1.563298, -0.000655, 0.000000, 0.000000, 0.001951, -0.000046, , 
19, 1.900000, Ego, 0, 18.055556, -0.000071, 3.768096, 8.309817, 84.275408, -0.102836, 0.077534, 18.055362, -0.037237, 0.007255, -0.000031, -0.003943, 84.310461, -8.000000, 1.566482, -0.000406, 0.000000, 0.000000, 0.002073, -0.000023, , Obj1, 1, 14.166667, -0.000146, 1.506540, 5.267445, 176.886340, -0.304277, 0.106691, 14.166283, -0.027581, 0.009309, -0.000070, 0.001371, 176.921843, -4.425000, 1.563232, -0.000659, 0.000000, 0.000000, 0.001942, -0.000047, , 
20, 2.000000, Ego, 0, 18.055556, -0.000072, 2.643641, 8.317644, 86.080943, -0.106597, 0.078275, 18.055359, -0.037613, 0.007414, -0.000032, -0.003760, 86.116345, -8.000000, 1.566440, -0.000415, 0.000000, 0.000000, 0.002093, -0.000023, , Obj1, 1, 14.166667, -0.000147, 5.554159, 5.278207, 178.302968, -0.307022, 0.107628, 14.166276, -0.027447, 0.009374, -0.000071, 0.001338, 178.338803, -4.425000, 1.563166, -0.000664, 0.000000, 0.000000, 0.001932, -0.000047, , 
21, 2.100000, Ego, 0, 18.055556, -0.000074, 1.519186, 8.325547, 87.886479, -0.110394, 0.079032, 18.055356, -0.037970, 0.007572, -0.000033, -0.003578, 87.922236, -8.000000, 1.566398, -0.000424, 0.000000, 0.000000, 0.002112, -0.000024, , Obj1, 1, 14.166667, -0.000148, 3.318593, 5.289065, 179.719595, -0.309754, 0.108572, 14.166268, -0.027317, 0.009439, -0.000072, 0.001306, 179.755765, -4.425000, 1.563099, -0.000669, 0.000000, 0.000000, 0.001923, -0.000047, , 
22, 2.200000, Ego, 0, 18.055556, -0.000075, 0.394731, 8.333528, 89.692014, -0.114225, 0.079806, 18.055352, -0.038310, 0.007731, -0.000034, -0.003396, 89.728134, -8.000000, 1.566355, -0.000433, 0.000000, 0.000000, 0.002130, -0.000024, , Obj1, 1, 14.166667, -0.000149, 1.083027, 5.300017, 181.136221, -0.312473, 0.109523, 14.166261, -0.027189, 0.009504, -0.000073, 0.001274, 181.172728, -4.425000, 1.563032, -0.000673, 0.000000, 0.000000, 0.001914, -0.000048, , 
23, 2.300000, Ego, 0, 18.055556, -0.000077, 5.553461, 8.341587, 91.497549, -0.118088, 0.080595, 18.055349, -0.038631, 0.007890, -0.000035, -0.003213, 91.534039, -8.000000, 1.566310, -0.000441, 0.000000, 0.000000, 0.002148, -0.000025, , Obj1, 1, 14.166667, -0.000150, 5.130646, 5.311065, 182.552846, -0.315179, 0.110480, 14.166254, -0.027065, 0.009569, -0.000074, 0.001242, 182.589694, -4.425000, 1.562964, -0.000678, 0.000000, 0.000000, 0.001906, -0.000048, , 
24, 2.400000, Ego, 0, 18.055556, -0.000078, 4.429006, 8.349727, 93.303084, -0.121982, 0.081399, 18.055345, -0.038934, 0.008049, -0.000036, -0.003031, 93.339951, -8.000000, 1.566265, -0.000450, 0.000000, 0.000000, 0.002164, -0.000025, , Obj1, 1, 14.166667, -0.000151, 2.895080, 5.322209, 183.969471, -0.317874, 0.111443, 14.166246, -0.026944, 0.009634, -0.000075, 0.001209, 184.006661, -4.425000, 1.562896, -0.000682, 0.000000, 0.000000, 0.001897, -0.000048, , 
25, 2.500000, Ego, 0, 18.055556, -0.000080, 3.304551, 8.357949, 95.108618, -0.125904, 0.082220, 18.055341, -0.039219, 0.008208, -0.000037, -0.002849, 95.145871, -8.000000, 1.566220, -0.000459, 0.000000, 0.000000, 0.002179, -0.000026, , Obj1, 1, 14.166667, -0.000152, 0.659514, 5.333450, 185.386094, -0.320556, 0.112413, 14.166238, -0.026827, 0.009699, -0.000077, 0.001177, 185.423631, -4.425000, 1.562827, -0.000687, 0.000000, 0.000000, 0.001889, -0.000049, , 
26, 2.600000, Ego, 0, 18.055556, -0.000081, 2.180096, 8.366255, 96.914152, -0.129852, 0.083057, 18.055338, -0.039486, 0.008366, -0.000038, -0.002666, 96.951797, -8.000000, 1.566173, -0.000468, 0.000000, 0.000000, 0.002193, -0.000026, , Obj1, 1, 14.166667, -0.000153, 4.707133, 5.344789, 186.802718, -0.323228, 0.113389, 14.166231, -0.026712, 0.009764, -0.000078, 0.001145, 186.840603, -4.425000, 1.562758, -0.000692, 0.000000, 0.000000, 0.001881, -0.000049, , 
27, 2.700000, Ego, 0, 18.055556, -0.000083, 1.055641, 8.374646, 98.719685, -0.133826, 0.083909, 18.055334, -0.039734, 0.008525, -0.000039, -0.002484, 98.757730, -8.000000, 1.566125, -0.000477, 0.000000, 0.000000, 0.002207, -0.000027, , Obj1, 1, 14.166667, -0.000154, 2.471567, 5.356227, 188.219340, -0.325888, 0.114372, 14.166223, -0.026601, 0.009829, -0.000079, 0.001112, 188.257576, -4.425000, 1.562688, -0.000696, 0.000000, 0.000000, 0.001873, -0.000049, , 
28, 2.800000, Ego, 0, 18.055556, -0.000084, 6.214371, 8.383124, 100.525218, -0.137822, 0.084778, 18.055330, -0.039964, 0.008684, -0.000041, -0.002301, 100.563671, -8.000000, 1.566077, -0.000485, 0.000000, 0.000000, 0.002219, -0.000027, , Obj1, 1, 14.166667, -0.000155, 0.236000, 5.367763, 189.635961, -0.328537, 0.115362, 14.166215, -0.026493, 0.009894, -0.000080, 0.001080, 189.674552, -4.425000, 1.562618, -0.000701, 0.000000, 0.000000, 0.001866, -0.000050, , 
29, 2.900000, Ego, 0, 18.055556, -0.000086, 5.089916, 8.391690, 102.330750, -0.141840, 0.085662, 18.055325, -0.040176, 0.008843, -0.000042, -0.002119, 102.369618, -8.000000, 1.566027, -0.000494, 0.000000, 0.000000, 0.002230, -0.000028, , Obj1, 1, 14.166667, -0.000156, 4.283620, 5.379398, 191.052582, -0.331176, 0.116357, 14.166207, -0.026388, 0.009959, -0.000081, 0.001048, 191.091530, -4.425000, 1.562547, -0.000705, 0.000000, 0.000000, 0.001859, -0.000050, , 
30, 3.000000, Ego, 0, 18.055556, -0.000088, 3.965461, 8.400346, 104.136283, -0.145877, 0.086562, 18.055321, -0.040370, 0.009002, -0.000043, -0.001937, 104.175573, -8.000000, 1.565977, -0.000503, 0.000000, 0.000000, 0.002240, -0.000028, , Obj1, 1, 14.166667, -0.000157, 2.048053, 5.391134, 192.469202, -0.333805, 0.117360, 14.166198, -0.026287, 0.010024, -0.000083, 0.001015, 192.508510, -4.425000, 1.562476, -0.000710, 0.000000, 0.000000, 0.001852, -0.000050, , 
31, 3.100000, Ego, 0, 18.055556, -0.000089, 2.841006, 8.409094, 105.941814, -0.149931, 0.087478, 18.055317, -0.040545, 0.009161, -0.000044, -0.001754, 105.981534, -8.000000, 1.565926, -0.000512, 0.000000, 0.000000, 0.002250, -0.000029, , Obj1, 1, 14.166667, -0.000158, 6.095673, 5.402971, 193.885821, -0.336423, 0.118369, 14.166190, -0.026188, 0.010089, -0.000084, 0.000983, 193.925492, -4.425000, 1.562405, -0.000715, 0.000000, 0.000000, 0.001845, -0.000051, , 
32, 3.200000, Ego, 0, 18.055556, -0.000091, 1.716551, 8.417935, 107.747345, -0.154002, 0.088410, 18.055312, -0.040702, 0.009320, -0.000045, -0.001572, 107.787503, -8.000000, 1.565874, -0.000521, 0.000000, 0.000000, 0.002258, -0.000029, , Obj1, 1, 14.166667, -0.000159, 3.860106, 5.414910, 195.302439, -0.339033, 0.119384, 14.166181, -0.026093, 0.010155, -0.000085, 0.000951, 195.342475, -4.425000, 1.562333, -0.000719, 0.000000, 0.000000, 0.001838, -0.000051, , 
33, 3.300000, Ego, 0, 18.055556, -0.000092, 0.592096, 8.426871, 109.552876, -0.158086, 0.089358, 18.055308, -0.040841, 0.009478, -0.000047, -0.001389, 109.593478, -8.000000, 1.565821, -0.000529, 0.000000, 0.000000, 0.002265, -0.000030, , Obj1, 1, 14.166667, -0.000160, 1.624540, 5.426950, 196.719056, -0.341633, 0.120406, 14.166173, -0.026001, 0.010220, -0.000086, 0.000918, 196.759461, -4.425000, 1.562261, -0.000724, 0.000000, 0.000000, 0.001832, -0.000051, , 
34, 3.400000, Ego, 0, 18.055556, -0.000094, 5.750826, 8.435903, 111.358406, -0.162182, 0.090322, 18.055303, -0.040962, 0.009637, -0.000049, -0.001207, 111.399461, -8.000000, 1.565767, -0.000538, 0.000000, 0.000000, 0.002271, -0.000030, , Obj1, 1, 14.166667, -0.000162, 5.672159, 5.439094, 198.135673, -0.344224, 0.121435, 14.166164, -0.025913, 0.010285, -0.000088, 0.000886, 198.176449, -4.425000, 1.562188, -0.000728, 0.000000, 0.000000, 0.001826, -0.000052, , 
35, 3.500000, Ego, 0, 18.055556, -0.000095, 4.626371, 8.445033, 113.163936, -0.166288, 0.091301, 18.055298, -0.041065, 0.009796, -0.000049, -0.001025, 113.205450, -8.000000, 1.565712, -0.000547, 0.000000, 0.000000, 0.002276, -0.000031, , Obj1, 1, 14.166667, -0.000163, 3.436593, 5.451341, 199.552288, -0.346807, 0.122470, 14.166155, -0.025828, 0.010350, -0.000089, 0.000854, 199.593439, -4.425000, 1.562115, -0.000733, 0.000000, 0.000000, 0.001820, -0.000052, , 
36, 3.600000, Ego, 0, 18.055556, -0.000097, 3.501916, 8.454263, 114.969465, -0.170403, 0.092297, 18.055293, -0.041149, 0.009955, -0.000050, -0.000842, 115.011447, -8.000000, 1.565657, -0.000556, 0.000000, 0.000000, 0.002280, -0.000031, , Obj1, 1, 14.166667, -0.000164, 1.201027, 5.463692, 200.968903, -0.349381, 0.123511, 14.166146, -0.025745, 0.010415, -0.000091, 0.000821, 201.010431, -4.425000, 1.562041, -0.000737, 0.000000, 0.000000, 0.001814, -0.000052, , 
37, 3.700000, Ego, 0, 18.055556, -0.000098, 2.377461, 8.463594, 116.774994, -0.174525, 0.093308, 18.055288, -0.041215, 0.010114, -0.000052, -0.000660, 116.817451, -8.000000, 1.565600, -0.000565, 0.000000, 0.000000, 0.002284, -0.000032, , Obj1, 1, 14.166667, -0.000165, 5.248646, 5.476148, 202.385516, -0.351948, 0.124559, 14.166137, -0.025666, 0.010480, -0.000092, 0.000789, 202.427425, -4.425000, 1.561967, -0.000742, 0.000000, 0.000000, 0.001809, -0.000053, , 
38, 3.800000, Ego, 0, 18.055556, -0.000100, 1.253006, 8.473027, 118.580522, -0.178651, 0.094336, 18.055282, -0.041262, 0.010273, -0.000053, -0.000477, 118.623462, -8.000000, 1.565543, -0.000573, 0.000000, 0.000000, 0.002286, -0.000032, , Obj1, 1, 14.166667, -0.000166, 3.013080, 5.488709, 203.802129, -0.354507, 0.125614, 14.166127, -0.025591, 0.010545, -0.000093, 0.000757, 203.844422, -4.425000, 1.561892, -0.000747, 0.000000, 0.000000, 0.001803, -0.000053, , 
39, 3.900000, Ego, 0, 18.055556, -0.000101, 0.128551, 8.482565, 120.386050, -0.182780, 0.095379, 18.055277, -0.041292, 0.010431, -0.000056, -0.000295, 120.429479, -8.000000, 1.565485, -0.000582, 0.000000, 0.000000, 0.002287, -0.000032, , Obj1, 1, 14.166667, -0.000167, 0.777514, 5.501377, 205.218741, -0.357059, 0.126675, 14.166118, -0.025518, 0.010610, -0.000095, 0.000725, 205.261420, -4.425000, 1.561817, -0.000751, 0.000000, 0.000000, 0.001798, -0.000053, , 
40, 4.000000, Ego, 0, 18.055556, -0.000103, 5.287282, 8.492209, 122.191577, -0.186911, 0.096438, 18.055271, -0.041303, 0.010590, -0.000056, -0.000112, 122.235504, -8.000000, 1.565426, -0.000591, 0.000000, 0.000000, 0.002287, -0.000033, , Obj1, 1, 14.166667, -0.000168, 4.825133, 5.514151, 206.635352, -0.359604, 0.127742, 14.166108, -0.025449, 0.010675, -0.000095, 0.000692, 206.678420, -4.425000, 1.561741, -0.000756, 0.000000, 0.000000, 0.001794, -0.000054, , 
41, 4.100000, Ego, 0, 18.055556, -0.000104, 4.162827, 8.501960, 123.997104, -0.191040, 0.097513, 18.055265, -0.041296, 0.010749, -0.000057, 0.000070, 124.041536, -8.000000, 1.565366, -0.000600, 0.000000, 0.000000, 0.002286, -0.000033, , Obj1, 1, 14.166667, -0.000169, 2.589567, 5.527032, 208.051962, -0.362142, 0.128816, 14.166099, -0.025383, 0.010740, -0.000097, 0.000660, 208.095422, -4.425000, 1.561665, -0.000760, 0.000000, 0.000000, 0.001789, -0.000054, , 
42, 4.200000, Ego, 0, 18.055556, -0.000106, 3.038372, 8.511820, 125.802630, -0.195167, 0.098603, 18.055259, -0.041271, 0.010908, -0.000059, 0.000253, 125.847575, -8.000000, 1.565305, -0.000609, 0.000000, 0.000000, 0.002284, -0.000034, , Obj1, 1, 14.166667, -0.000170, 0.354001, 5.540022, 209.468570, -0.364674, 0.129897, 14.166089, -0.025320, 0.010805, -0.000099, 0.000628, 209.512426, -4.425000, 1.561589, -0.000765, 0.000000, 0.000000, 0.001785, -0.000054, , 
43, 4.300000, Ego, 0, 18.055556, -0.000107, 1.913917, 8.521791, 127.608155, -0.199290, 0.099710, 18.055253, -0.041227, 0.011067, -0.000060, 0.000435, 127.653621, -8.000000, 1.565243, -0.000617, 0.000000, 0.000000, 0.002281, -0.000034, , Obj1, 1, 14.166667, -0.000171, 4.401620, 5.553121, 210.885178, -0.367200, 0.130984, 14.166079, -0.025261, 0.010870, -0.000100, 0.000595, 210.929432, -4.425000, 1.561512, -0.000770, 0.000000, 0.000000, 0.001781, -0.000054, , 
44, 4.400000, Ego, 0, 18.055556, -0.000109, 0.789462, 8.531875, 129.413680, -0.203407, 0.100833, 18.055247, -0.041166, 0.011226, -0.000063, 0.000617, 129.459674, -8.000000, 1.565180, -0.000626, 0.000000, 0.000000, 0.002277, -0.000035, , Obj1, 1, 14.166667, -0.000172, 2.166054, 5.566328, 212.301785, -0.369721, 0.132077, 14.166069, -0.025205, 0.010935, -0.000102, 0.000563, 212.346441, -4.425000, 1.561434, -0.000774, 0.000000, 0.000000, 0.001777, -0.000055, , 
45, 4.500000, Ego, 0, 18.055556, -0.000110, 5.948192, 8.542072, 131.219204, -0.207515, 0.101971, 18.055241, -0.041086, 0.011385, -0.000065, 0.000800, 131.265734, -8.000000, 1.565117, -0.000635, 0.000000, 0.000000, 0.002272, -0.000035, , Obj1, 1, 14.166667, -0.000173, 6.213673, 5.579646, 213.718391, -0.372236, 0.133177, 14.166058, -0.025151, 0.011001, -0.000103, 0.000531, 213.763451, -4.425000, 1.561356, -0.000779, 0.000000, 0.000000, 0.001773, -0.000055, , 
46, 4.600000, Ego, 0, 18.055556, -0.000112, 4.823737, 8.552384, 133.024727, -0.211614, 0.103126, 18.055234, -0.040987, 0.011543, -0.000065, 0.000982, 133.071801, -8.000000, 1.565052, -0.000644, 0.000000, 0.000000, 0.002266, -0.000036, , Obj1, 1, 14.166667, -0.000174, 3.978107, 5.593074, 215.134996, -0.374746, 0.134284, 14.166048, -0.025102, 0.011066, -0.000105, 0.000498, 215.180463, -4.425000, 1.561278, -0.000783, 0.000000, 0.000000, 0.001770, -0.000055, , 
47, 4.700000, Ego, 0, 18.055556, -0.000114, 3.699282, 8.562814, 134.830250, -0.215701, 0.104296, 18.055227, -0.040871, 0.011702, -0.000067, 0.001165, 134.877875, -8.000000, 1.564987, -0.000653, 0.000000, 0.000000, 0.002259, -0.000036, , Obj1, 1, 14.166667, -0.000175, 1.742540, 5.606614, 216.551600, -0.377252, 0.135397, 14.166037, -0.025055, 0.011131, -0.000105, 0.000466, 216.597478, -4.425000, 1.561199, -0.000788, 0.000000, 0.000000, 0.001767, -0.000056, , 
48, 4.800000, Ego, 0, 18.055556, -0.000115, 2.574827, 8.573362, 136.635772, -0.219775, 0.105482, 18.055221, -0.040736, 0.011861, -0.000068, 0.001347, 136.683956, -8.000000, 1.564921, -0.000661, 0.000000, 0.000000, 0.002251, -0.000037, , Obj1, 1, 14.166667, -0.000176, 5.790160, 5.620266, 217.968202, -0.379753, 0.136517, 14.166027, -0.025012, 0.011196, -0.000108, 0.000434, 218.014494, -4.425000, 1.561120, -0.000793, 0.000000, 0.000000, 0.001764, -0.000056, , 
