esmini GIT REV: 7df5a1c
esmini GIT TAG: 
esmini GIT BRANCH: master
esmini BUILD VERSION: N/A - client build
Scenario File Name: resources/xosc/./cut-in.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
848, 84.800000, Ego, 0, 18.055556, 0.000000, 1.506308, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000123, 1.761855, 143.218102, 1340.514051, -2.668528, 2.681582, 13.910545, -0.177573, 0.007689, -0.001481, 0.023195, 1352.460974, -8.000000, 1.380331, -0.000554, 0.000000, 0.000000, 0.012448, -0.000039, , 
849, 84.900000, Ego, 0, 18.055556, 0.000000, 0.381853, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000123, 5.809475, 143.486337, 1341.905090, -2.686052, 2.682354, 13.910396, -0.175239, 0.007725, -0.001489, 0.023345, 1353.878084, -8.000000, 1.380276, -0.000557, 0.000000, 0.000000, 0.012283, -0.000039, , 
850, 85.000000, Ego, 0, 18.055556, 0.000000, 5.540584, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000124, 3.573908, 143.754650, 1343.296115, -2.703341, 2.683130, 13.910246, -0.172890, 0.007761, -0.001496, 0.023494, 1355.295198, -8.000000, 1.380220, -0.000559, 0.000000, 0.000000, 0.012116, -0.000040, , 
851, 85.100000, Ego, 0, 18.055556, 0.000000, 4.416129, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000125, 1.338342, 144.023041, 1344.687125, -2.720393, 2.683910, 13.910096, -0.170525, 0.007798, -0.001504, 0.023643, 1356.712313, -8.000000, 1.380164, -0.000562, 0.000000, 0.000000, 0.011949, -0.000040, , 
852, 85.200000, Ego, 0, 18.055556, 0.000000, 3.291674, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000125, 5.385961, 144.291511, 1346.078119, -2.737208, 2.684693, 13.909945, -0.168146, 0.007834, -0.001514, 0.023793, 1358.129430, -8.000000, 1.380107, -0.000564, 0.000000, 0.000000, 0.011781, -0.000040, , 
853, 85.300000, Ego, 0, 18.055556, 0.000000, 2.167219, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000126, 3.150395, 144.560059, 1347.469098, -2.753783, 2.685480, 13.909793, -0.165752, 0.007870, -0.001519, 0.023942, 1359.546549, -8.000000, 1.380050, -0.000567, 0.000000, 0.000000, 0.011611, -0.000040, , 
854, 85.400000, Ego, 0, 18.055556, 0.000000, 1.042764, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000127, 0.914829, 144.828686, 1348.860062, -2.770117, 2.686270, 13.909634, -0.163341, 0.007896, -0.001592, 0.024110, 1360.963671, -8.000000, 1.379993, -0.000571, 0.000000, 0.000000, 0.011440, -0.000041, , 
855, 85.500000, Ego, 0, 18.055556, 0.000000, 6.201494, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000129, 4.962448, 145.097392, 1350.251006, -2.786203, 2.687065, 13.909443, -0.160855, 0.007950, -0.001901, 0.024857, 1362.380798, -8.000000, 1.379935, -0.000583, 0.000000, 0.000000, 0.011259, -0.000042, , 
856, 85.600000, Ego, 0, 18.055556, 0.000000, 5.077039, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000133, 2.726882, 145.366181, 1351.641934, -2.802025, 2.687886, 13.909285, -0.158225, 0.008212, -0.001586, 0.026301, 1363.797937, -8.000000, 1.379875, -0.000598, 0.000000, 0.000000, 0.011068, -0.000043, , 
857, 85.700000, Ego, 0, 18.055556, 0.000000, 3.952584, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000136, 0.491316, 145.635054, 1353.032847, -2.817570, 2.688727, 13.909122, -0.155446, 0.008411, -0.001626, 0.027792, 1365.215088, -8.000000, 1.379814, -0.000612, 0.000000, 0.000000, 0.010867, -0.000044, , 
858, 85.800000, Ego, 0, 18.055556, 0.000000, 2.828129, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000139, 4.538935, 145.904012, 1354.423742, -2.832821, 2.689588, 13.908956, -0.152517, 0.008610, -0.001664, 0.029284, 1366.632250, -8.000000, 1.379752, -0.000626, 0.000000, 0.000000, 0.010655, -0.000045, , 
859, 85.900000, Ego, 0, 18.055556, 0.000000, 1.703674, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000142, 2.303369, 146.173059, 1355.814621, -2.847765, 2.690469, 13.908785, -0.149440, 0.008809, -0.001704, 0.030775, 1368.049423, -8.000000, 1.379687, -0.000640, 0.000000, 0.000000, 0.010432, -0.000046, , 
860, 86.000000, Ego, 0, 18.055556, 0.000000, 0.579219, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000145, 0.067803, 146.442196, 1357.205482, -2.862387, 2.691370, 13.908611, -0.146213, 0.009008, -0.001743, 0.032267, 1369.466608, -8.000000, 1.379622, -0.000655, 0.000000, 0.000000, 0.010199, -0.000047, , 
861, 86.100000, Ego, 0, 18.055556, 0.000000, 5.737949, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000148, 4.115422, 146.711425, 1358.596325, -2.876670, 2.692291, 13.908433, -0.142837, 0.009207, -0.001782, 0.033759, 1370.883804, -8.000000, 1.379555, -0.000669, 0.000000, 0.000000, 0.009956, -0.000048, , 
862, 86.200000, Ego, 0, 18.055556, 0.000000, 4.613494, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000152, 1.879856, 146.980749, 1359.987150, -2.890602, 2.693231, 13.908251, -0.139312, 0.009406, -0.001821, 0.035251, 1372.301012, -8.000000, 1.379487, -0.000683, 0.000000, 0.000000, 0.009702, -0.000049, , 
863, 86.300000, Ego, 0, 18.055556, 0.000000, 3.489039, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000155, 5.927475, 147.250168, 1361.377957, -2.904165, 2.694192, 13.908065, -0.135638, 0.009605, -0.001860, 0.036743, 1373.718231, -8.000000, 1.379417, -0.000698, 0.000000, 0.000000, 0.009437, -0.000050, , 
864, 86.400000, Ego, 0, 18.055556, 0.000000, 2.364584, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000158, 3.691909, 147.519685, 1362.768744, -2.917347, 2.695172, 13.907875, -0.131815, 0.009804, -0.001900, 0.038235, 1375.135462, -8.000000, 1.379346, -0.000712, 0.000000, 0.000000, 0.009162, -0.000051, , 
865, 86.500000, Ego, 0, 18.055556, 0.000000, 1.240129, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000161, 1.456342, 147.789302, 1364.159512, -2.930131, 2.696172, 13.907681, -0.127842, 0.010002, -0.001939, 0.039727, 1376.552704, -8.000000, 1.379273, -0.000726, 0.000000, 0.000000, 0.008877, -0.000052, , 
866, 86.600000, Ego, 0, 18.055556, 0.000000, 0.115674, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000164, 5.503962, 148.059021, 1365.550261, -2.942503, 2.697192, 13.907483, -0.123720, 0.010201, -0.001978, 0.041219, 1377.969957, -8.000000, 1.379199, -0.000741, 0.000000, 0.000000, 0.008580, -0.000053, , 
867, 86.700000, Ego, 0, 18.055556, 0.000000, 5.274404, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000167, 3.268395, 148.328845, 1366.940989, -2.954448, 2.698232, 13.907281, -0.119449, 0.010400, -0.002017, 0.042711, 1379.387222, -8.000000, 1.379124, -0.000755, 0.000000, 0.000000, 0.008274, -0.000054, , 
868, 86.800000, Ego, 0, 18.055556, 0.000000, 4.149949, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000171, 1.032829, 148.598774, 1368.331696, -2.965951, 2.699292, 13.907076, -0.115029, 0.010599, -0.002057, 0.044203, 1380.804499, -8.000000, 1.379047, -0.000769, 0.000000, 0.000000, 0.007957, -0.000055, , 
869, 86.900000, Ego, 0, 18.055556, 0.000000, 3.025494, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000174, 5.080448, 148.868811, 1369.722383, -2.976997, 2.700372, 13.906866, -0.110459, 0.010798, -0.002096, 0.045696, 1382.221786, -8.000000, 1.378968, -0.000784, 0.000000, 0.000000, 0.007629, -0.000056, , 
870, 87.000000, Ego, 0, 18.055556, 0.000000, 1.901039, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000177, 2.844882, 149.138958, 1371.113048, -2.987571, 2.701472, 13.906653, -0.105740, 0.010997, -0.002136, 0.047188, 1383.639086, -8.000000, 1.378888, -0.000798, 0.000000, 0.000000, 0.007291, -0.000057, , 
871, 87.100000, Ego, 0, 18.055556, 0.000000, 0.776584, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000180, 0.609316, 149.409217, 1372.503692, -2.997658, 2.702591, 13.906435, -0.100872, 0.011196, -0.002175, 0.048681, 1385.056397, -8.000000, 1.378807, -0.000812, 0.000000, 0.000000, 0.006942, -0.000058, , 
872, 87.200000, Ego, 0, 18.055556, 0.000000, 5.935315, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000183, 4.656935, 149.679590, 1373.894313, -3.007243, 2.703731, 13.906213, -0.095855, 0.011395, -0.002215, 0.050173, 1386.473719, -8.000000, 1.378725, -0.000827, 0.000000, 0.000000, 0.006582, -0.000059, , 
873, 87.300000, Ego, 0, 18.055556, 0.000000, 4.810859, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000186, 2.421369, 149.950080, 1375.284912, -3.016312, 2.704890, 13.905988, -0.090688, 0.011594, -0.002254, 0.051666, 1387.891052, -8.000000, 1.378640, -0.000841, 0.000000, 0.000000, 0.006213, -0.000060, , 
874, 87.400000, Ego, 0, 18.055556, 0.000000, 3.686404, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000190, 0.185803, 150.220686, 1376.675488, -3.024850, 2.706070, 13.905759, -0.085372, 0.011793, -0.002294, 0.053158, 1389.308398, -8.000000, 1.378555, -0.000855, 0.000000, 0.000000, 0.005832, -0.000061, , 
875, 87.500000, Ego, 0, 18.055556, 0.000000, 2.561949, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000193, 4.233422, 150.491413, 1378.066040, -3.032840, 2.707269, 13.905525, -0.079907, 0.011991, -0.002334, 0.054651, 1390.725754, -8.000000, 1.378468, -0.000870, 0.000000, 0.000000, 0.005441, -0.000062, , 
876, 87.600000, Ego, 0, 18.055556, 0.000000, 1.437494, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000196, 1.997856, 150.762262, 1379.456569, -3.040270, 2.708488, 13.905288, -0.074293, 0.012190, -0.002374, 0.056144, 1392.143122, -8.000000, 1.378380, -0.000884, 0.000000, 0.000000, 0.005040, -0.000063, , 
877, 87.700000, Ego, 0, 18.055556, 0.000000, 0.313039, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000199, 6.045475, 151.033235, 1380.847074, -3.047127, 2.709727, 13.905046, -0.068574, 0.012389, -0.002414, 0.057190, 1393.560502, -8.000000, 1.378290, -0.000898, 0.000000, 0.000000, 0.004640, -0.000064, , 
878, 87.800000, Ego, 0, 18.055556, 0.000000, 5.471770, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000202, 3.809909, 151.304333, 1382.237554, -3.053432, 2.710985, 13.904801, -0.063055, 0.012588, -0.002454, 0.055186, 1394.977893, -8.000000, 1.378199, -0.000912, 0.000000, 0.000000, 0.004262, -0.000065, , 
879, 87.900000, Ego, 0, 18.055556, 0.000000, 4.347315, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000206, 1.574343, 151.575560, 1383.628009, -3.059219, 2.712264, 13.904552, -0.057864, 0.012787, -0.002494, 0.051910, 1396.395295, -8.000000, 1.378106, -0.000927, 0.000000, 0.000000, 0.003907, -0.000066, , 
880, 88.000000, Ego, 0, 18.055556, 0.000000, 3.222860, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000209, 5.621962, 151.846916, 1385.018439, -3.064519, 2.713563, 13.904298, -0.053001, 0.012986, -0.002533, 0.048629, 1397.812709, -8.000000, 1.378012, -0.000941, 0.000000, 0.000000, 0.003575, -0.000067, , 
881, 88.100000, Ego, 0, 18.055556, 0.000000, 2.098405, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000212, 3.386396, 152.118404, 1386.408843, -3.069366, 2.714881, 13.904041, -0.048467, 0.013185, -0.002574, 0.045347, 1399.230134, -8.000000, 1.377916, -0.000955, 0.000000, 0.000000, 0.003267, -0.000068, , 
882, 88.200000, Ego, 0, 18.055556, 0.000000, 0.973950, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000215, 1.150830, 152.390026, 1387.799221, -3.073792, 2.716220, 13.903780, -0.044260, 0.013384, -0.002614, 0.042066, 1400.647571, -8.000000, 1.377819, -0.000970, 0.000000, 0.000000, 0.002982, -0.000069, , 
883, 88.300000, Ego, 0, 18.055556, 0.000000, 6.132680, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000218, 5.198449, 152.661784, 1389.189572, -3.077830, 2.717578, 13.903514, -0.040382, 0.013582, -0.002654, 0.038784, 1402.065019, -8.000000, 1.377721, -0.000984, 0.000000, 0.000000, 0.002720, -0.000070, , 
884, 88.400000, Ego, 0, 18.055556, 0.000000, 5.008225, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000221, 2.962883, 152.933679, 1390.579897, -3.081513, 2.718956, 13.903245, -0.036831, 0.013781, -0.002694, 0.035502, 1403.482479, -8.000000, 1.377621, -0.000998, 0.000000, 0.000000, 0.002481, -0.000071, , 
885, 88.500000, Ego, 0, 18.055556, 0.000000, 3.883770, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000225, 0.727316, 153.205715, 1391.970194, -3.084874, 2.720354, 13.902971, -0.033609, 0.013980, -0.002735, 0.032221, 1404.899950, -8.000000, 1.377520, -0.001013, 0.000000, 0.000000, 0.002265, -0.000072, , 
886, 88.600000, Ego, 0, 18.055556, 0.000000, 2.759315, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000228, 4.774935, 153.477892, 1393.360463, -3.087945, 2.721772, 13.902694, -0.030716, 0.014179, -0.002775, 0.028938, 1406.317432, -8.000000, 1.377417, -0.001027, 0.000000, 0.000000, 0.002073, -0.000073, , 
887, 88.700000, Ego, 0, 18.055556, 0.000000, 1.634860, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000231, 2.539369, 153.750213, 1394.750704, -3.090760, 2.723210, 13.902412, -0.028150, 0.014378, -0.002815, 0.025656, 1407.734927, -8.000000, 1.377313, -0.001041, 0.000000, 0.000000, 0.001903, -0.000074, , 
888, 88.800000, Ego, 0, 18.055556, 0.000000, 0.510405, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000234, 0.303803, 154.022680, 1396.140917, -3.093352, 2.724667, 13.902127, -0.025912, 0.014576, -0.002856, 0.022374, 1409.152432, -8.000000, 1.377207, -0.001056, 0.000000, 0.000000, 0.001757, -0.000075, , 
889, 88.900000, Ego, 0, 18.055556, 0.000000, 5.669135, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000237, 4.351422, 154.295294, 1397.531101, -3.095752, 2.726145, 13.901837, -0.024003, 0.014775, -0.002896, 0.019091, 1410.569949, -8.000000, 1.377100, -0.001070, 0.000000, 0.000000, 0.001634, -0.000076, , 
890, 89.000000, Ego, 0, 18.055556, 0.000000, 4.544680, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000240, 2.115856, 154.568058, 1398.921255, -3.097994, 2.727642, 13.901543, -0.022423, 0.014974, -0.002937, 0.015809, 1411.987477, -8.000000, 1.376992, -0.001084, 0.000000, 0.000000, 0.001534, -0.000077, , 
891, 89.100000, Ego, 0, 18.055556, 0.000000, 3.420225, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000244, 6.163475, 154.840974, 1400.311380, -3.100111, 2.729159, 13.901245, -0.021170, 0.015173, -0.002978, 0.012526, 1413.405017, -8.000000, 1.376882, -0.001099, 0.000000, 0.000000, 0.001457, -0.000078, , 
892, 89.200000, Ego, 0, 18.055556, 0.000000, 2.295770, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000247, 3.927909, 155.114044, 1401.701474, -3.102136, 2.730696, 13.900944, -0.020246, 0.015371, -0.003019, 0.009243, 1414.822569, -8.000000, 1.376771, -0.001113, 0.000000, 0.000000, 0.001403, -0.000079, , 
893, 89.300000, Ego, 0, 18.055556, 0.000000, 1.171315, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000250, 1.692343, 155.387269, 1403.091538, -3.104101, 2.732254, 13.900638, -0.019650, 0.015570, -0.003060, 0.005960, 1416.240131, -8.000000, 1.376658, -0.001127, 0.000000, 0.000000, 0.001373, -0.000080, , 
894, 89.400000, Ego, 0, 18.055556, 0.000000, 0.046860, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000253, 5.739962, 155.660652, 1404.481570, -3.106039, 2.733830, 13.900328, -0.019382, 0.015769, -0.003100, 0.002676, 1417.657706, -8.000000, 1.376544, -0.001142, 0.000000, 0.000000, 0.001366, -0.000081, , 
895, 89.500000, Ego, 0, 18.055556, 0.000000, 5.205590, 164.739646, 1450.356152, -2.709771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1464.434351, -8.000000, 1.375010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Obj1, 1, 14.166667, -0.000255, 3.504396, 155.934196, 1405.871576, -3.107979, 2.735434, 13.900053, -0.019402, 0.016034, -0.002746, -0.000203, 1419.075291, -8.000000, 1.376429, -0.001151, 0.000000, 0.000000, 0.001361, -0.000080, , 
